first_day,geometry,region,cntr_code,value,normalized_value
2023-03-06,"MULTIPOLYGON (((-2.093750417809153 48.59415469461476, -1.9408916265291296 48.676515992674496, -1.7811424721164764 48.61603397428741, -1.571100000080364 48.626500996542184, -1.4639484285410727 48.48540309036554, -1.3012124994901904 48.49941540106091, -1.1252899889227372 48.50632642106713, -1.0701645005666638 48.50849199656602, -1.0789040265343162 48.17507149769391, -1.030303246115041 48.0172517603806, -1.1252899883261303 47.92257814129674, -1.2382479998832234 47.80999249619821, -1.2458850003848738 47.77671749616508, -1.3892701721943552 47.82745018631154, -2.0937504176852704 47.63226624870143, -2.2031524746960653 47.512560818842786, -2.458476000331033 47.44800499648224, -2.514354557733651 47.51076589638288, -2.5843581025075926 47.50731440733253, -2.8049445739059293 47.49643850555324, -3.3834845621971406 47.68551966598341, -3.5224475204219834 47.80533118064556, -4.319492009701789 47.83377321477977, -4.547170257681516 48.02283777538401, -4.3338009530104795 48.13733451294835, -4.4697042894174235 48.23812127269992, -4.426566298410402 48.3193445607357, -4.700972336480679 48.36089484665751, -4.753139921423637 48.422986080275926, -4.677183731231607 48.55201915055849, -4.324042738291497 48.66068758025825, -4.040106510226749 48.70134095553298, -3.659154000214863 48.659423996821154, -3.5409552888945286 48.80770083719033, -3.165262923530584 48.861482730667014, -2.699439529087702 48.54834614629881, -2.5843581030581038 48.5852823977428, -2.514354558536087 48.607750562129, -2.3445817575892844 48.66224042251077, -2.093750417809153 48.59415469461476)), ((-3.2625927458650357 47.353055026241734, -3.252003105277063 47.388465452017286, -3.156936195463822 47.36390580616267, -3.113590825712074 47.29250364040477, -3.2193841902218376 47.2935697789558, -3.2625927458650357 47.353055026241734)))",bretagne,FR,3576,0.09630507379080039
2023-03-06,"POLYGON ((2.062908000370579 44.97650449577933, 2.20747299980565 44.615528994791795, 2.296069105554452 44.63208314543476, 2.493189854344851 44.668915086392204, 2.727512393547228 44.92174605360546, 2.8602967766445744 44.85416077842832, 2.981675499803052 44.644672994959905, 3.1063971422725163 44.862309322097516, 3.361347500556258 44.97140799554825, 3.4794911537283375 44.84316923688189, 3.734431010938656 44.82520903164484, 3.8625309997742563 44.74386599483094, 3.9981614995597394 44.4597984951725, 4.081408442608224 44.335086642187555, 4.197851895915516 44.285765495590304, 4.507224921645637 44.3288164110776, 4.649227500026662 44.27035999502072, 4.797846237857993 44.02122832486545, 4.7390594995120185 43.924061994463955, 4.6146638819326204 43.70103928514706, 4.49058138726978 43.68372037473179, 4.29025420724221 43.51168672089412, 4.230280500111713 43.46018349442957, 4.159883530737735 43.511686721047944, 4.101083500414399 43.5547054949306, 3.949861811173428 43.52969568744232, 3.9139081593767724 43.511686721084914, 3.7970365851540553 43.44171460504083, 3.644824655504601 43.38208100300666, 3.5492895425356865 43.31054116831195, 3.2405159995589026 43.21286749498675, 3.0668781064094777 42.99934360259423, 3.0434065003881714 42.83817249467843, 3.0405059963315813 42.80185715571437, 3.046237455386363 42.632376646504554, 3.047905079508568 42.58306462074105, 3.1748040001412754 42.43537499446791, 2.883519373597232 42.46066752116755, 2.7148350477026026 42.40026065907854, 2.55336323545087 42.34243664158031, 2.3472678204471706 42.40026065935667, 2.296069105039954 42.41462544044702, 2.2348204427060945 42.43180992655761, 2.1445283047045676 42.40026065947211, 2.0352173097541297 42.36206595241404, 1.985797006478793 42.40026065908977, 1.916394701968276 42.45389854470815, 1.7310109995909473 42.49240099429961, 1.7258009999709203 42.504401994405136, 1.7860984995612654 42.57365799423307, 1.564758156947677 42.63237664680309, 1.5272669904983314 42.64232255484892, 1.5054732283946493 42.63237664640435, 1.4425660003200365 42.60366799425847, 1.4105870348466507 42.63237664620769, 1.3226491049397138 42.711321647971516, 0.9064483643630591 42.81385808180867, 0.8582149998232076 42.82574099458955, 0.7145418253497953 42.85360193880299, 0.6700397413878699 42.80185715555838, 0.6601269999091283 42.69095249404959, 0.4777554997205034 42.70001999455564, 0.261888675055394 42.69995223624748, -0.0121595218638531 42.69986621630485, -0.3133419994165881 42.849364994284485, -0.2948551575923401 42.89773804663872, -0.2498347236175571 43.015539436549496, -0.0739976182555444 43.200866440420725, -0.1502418575293046 43.294926499592954, -0.0143189385388933 43.347685987253, -0.0719409713857506 43.511686720376126, -0.096787999746877 43.5824049949073, -0.2428329998523737 43.58497899491574, -0.1901385323870078 43.89789242847561, -0.0457101332877015 43.96334512107802, 0.0515327335683401 43.91819369257597, 0.0760435004362792 43.9831384952673, 0.2618886747330751 44.006042666588186, 0.7418849993797837 44.06519899514351, 0.892064827017203 44.167761223197154, 0.925270740649341 44.342939267129296, 1.0518504768096868 44.363870873201904, 1.0218597890459478 44.51099507993473, 1.0751419999137195 44.57732549542241, 1.4185865656712724 44.87278884861194, 1.4482600005307742 45.019313995325305, 1.6164555355177213 45.03025175400064, 1.784382077734378 44.93745780890529, 2.062908000370579 44.97650449577933))",occitanie,FR,3156,0.08499407519120974
2023-03-13,"MULTIPOLYGON (((-0.05452700041042 48.38200449651187, 0.2618886753832122 48.464888316896236, 0.4379726944940638 48.32530280864527, 0.797658499502639 48.19445499625273, 0.8412174994323207 48.10305949616754, 0.8350541920521388 47.953277628210316, 0.6144324995521285 47.69421549598187, 0.3814164114445238 47.59579076774455, 0.2300005002278362 47.608397496112445, 0.0538300005017115 47.16373349573563, -0.1021159998778575 47.06479999646848, -0.2500964541011469 47.10114461804403, -0.8919639997404308 46.975820496187126, -0.7286567583291375 46.818842740726936, -0.5638805175581049 46.386923311773565, -0.7504715002731221 46.30425449595075, -1.0752870005405553 46.31999349600401, -1.125289988732715 46.31705907584026, -1.1843029036718964 46.313595909869385, -1.2221285609770927 46.277852961451906, -1.3892701718455962 46.340984005511615, -1.7904204454513333 46.49035861542313, -1.9008033001724673 46.65107683221739, -2.0937504186874265 46.801609913208495, -2.145930989633365 46.84232004310658, -2.093750418004366 46.90110270278634, -1.9804644994215581 47.028721996275245, -2.093750418423337 47.0928411945538, -2.164017852741404 47.13261217329244, -2.188724834729165 47.25381777237138, -2.4842770556077403 47.29791855602395, -2.5119120264095574 47.37682866116713, -2.458476000331033 47.44800499648224, -2.2031524746960653 47.512560818842786, -2.0937504176852704 47.63226624870143, -1.3892701721943552 47.82745018631154, -1.2458850003848738 47.77671749616508, -1.2382479998832234 47.80999249619821, -1.1252899883261303 47.92257814129674, -1.030303246115041 48.0172517603806, -1.0789040265343162 48.17507149769391, -1.0701645005666638 48.50849199656602, -0.8603600001200095 48.50145849679296, -0.6237305814164719 48.458976707149546, -0.1995043942876515 48.547427918297544, -0.05452700041042 48.38200449651187)), ((-2.331411637177817 47.042303018150875, -2.2387489298208796 47.0477303007486, -2.2259163706281915 46.97267676281955, -2.2723933352617505 46.94675969624879, -2.3262795100033062 46.98070699622155, -2.331411637177817 47.042303018150875)))",pays de la loire,FR,4116,0.11084778627598836
2023-03-13,"POLYGON ((1.9221465002389104 48.45759949680581, 1.9940899997043076 48.28658399623726, 2.296069104550553 48.31181230032354, 2.4026629998538827 48.320717496695266, 2.5142437245938094 48.175071497586735, 2.6430112314134693 48.126226589001554, 2.9363159993588943 48.163391496381664, 3.119028074611666 48.00217079370174, 3.006761826618274 47.796423283818235, 2.864450829146244 47.74134288860447, 2.976535499941749 47.56942449649263, 2.8746304997140864 47.520424995736875, 2.891493431150604 47.336693911719465, 2.9901645002686177 47.232344209826394, 3.069482412138547 47.00072153990912, 3.0320630003558007 46.79490949557449, 2.6876307793879466 46.710648955152045, 2.5700336965468975 46.553810521289655, 2.2810434995523026 46.420403496077896, 2.167784500270911 46.424068995541674, 1.7735118810964021 46.43769114911509, 1.415185500287355 46.34721499540413, 1.1772789996490869 46.38394799560848, 1.1365088721394683 46.49316819827766, 0.9357459196162421 46.59452657884714, 0.9064483654751974 46.66047476039394, 0.867468999524092 46.74821649581574, 0.6645765338904164 46.96179367380586, 0.3645167203879421 46.94834965908566, 0.2618886749342817 47.05609203061054, 0.0538300005017115 47.16373349573563, 0.2300005002278362 47.608397496112445, 0.3814164114445238 47.59579076774455, 0.6144324995521285 47.69421549598187, 0.8350541920521388 47.953277628210316, 0.8412174994323207 48.10305949616754, 0.797658499502639 48.19445499625273, 0.7792701707990742 48.3168810736664, 0.906448365333141 48.4058551064886, 0.9565048175166097 48.44087466680434, 0.9064483653108103 48.521883698923276, 0.8148244999051142 48.67016349629886, 0.9064483648889671 48.688651089831964, 1.3358960998361669 48.7753037876647, 1.5015264996070166 48.94105199691038, 1.6170297234898916 48.66760321488926, 1.821994696135515 48.473684570763005, 1.9221465002389104 48.45759949680581))",centre — val de loire,FR,6239,0.16802219110201444
2023-03-13,"POLYGON ((3.6294224993772 46.749456495790625, 3.6454374513843075 46.70075296856559, 3.721536231020507 46.6252940830897, 3.742786737192211 46.54906915845029, 3.9914440860749867 46.464255192287645, 3.985708614506081 46.32815301119432, 3.8995385004115146 46.27590799605873, 3.9879212217972464 46.17894318840625, 4.284719868460189 46.17069295010898, 4.388074499990166 46.21979049544293, 4.428793970240378 46.28525017406068, 4.6508064420582835 46.28783731769739, 4.78020850044108 46.17667599608299, 4.9429118817360695 46.497541961490434, 5.152054469393733 46.50533353808113, 5.310563500317244 46.44676999580717, 5.496273043614992 46.27100173650696, 5.643097360417194 46.319571516714674, 5.8518779035064155 46.26910702009767, 6.064002999793321 46.41622899600064, 6.142749660430151 46.37155705776088, 6.125608000370019 46.31722999589285, 5.9560670000840314 46.13209549607383, 6.234001045957689 46.197114292645956, 6.219547000207986 46.31187799577931, 6.5013039691008245 46.449206763903874, 6.821063999669152 46.42715449605594, 6.8170572343455715 46.15744206789657, 7.0448859995451 45.922412995790474, 6.802368499932678 45.778561995377586, 6.980903918537149 45.62728599359879, 7.011856418691792 45.51195976646334, 7.10472299937582 45.46845449577965, 7.163023550386103 45.40355480561301, 7.096512554279774 45.232384807577404, 6.630050999465158 45.1098564952331, 6.432313515516548 45.0638611020117, 6.260570000624231 45.12684399552976, 6.2387850816169825 45.04196770198821, 6.32769704624946 44.95688169431808, 6.325838125953768 44.88487689144658, 6.007271475243953 44.82202342938189, 5.801469999861316 44.706777494842704, 5.639170892338851 44.62777151491398, 5.606143233667577 44.485927342819316, 5.451808709584533 44.44699911873049, 5.459264183721317 44.365547302649894, 5.636853131986574 44.30084321495182, 5.681106032110385 44.18990299238528, 5.498786499847812 44.11571649501773, 5.0398730475643045 44.309806264435366, 4.9839769571695145 44.410377409258935, 4.898777827060661 44.36498012680477, 4.875948612477918 44.246226915680566, 4.65061099962037 44.329802994962186, 4.649227500026662 44.27035999502072, 4.507224921645637 44.3288164110776, 4.197851895915516 44.285765495590304, 4.081408442608224 44.335086642187555, 3.9981614995597394 44.4597984951725, 3.8625309997742563 44.74386599483094, 3.734431010938656 44.82520903164484, 3.4794911537283375 44.84316923688189, 3.361347500556258 44.97140799554825, 3.1063971422725163 44.862309322097516, 2.981675499803052 44.644672994959905, 2.8602967766445744 44.85416077842832, 2.727512393547228 44.92174605360546, 2.493189854344851 44.668915086392204, 2.296069105554452 44.63208314543476, 2.20747299980565 44.615528994791795, 2.062908000370579 44.97650449577933, 2.2285543698529486 45.24861079299067, 2.29606910538507 45.28911917403656, 2.4781813722420414 45.39838529270419, 2.5081274641344784 45.4801666783631, 2.492129500446932 45.73766999584007, 2.433643786177931 45.81579836934368, 2.5949659581215965 45.98113362757142, 2.565372500404393 46.14303599563455, 2.2810434995523026 46.420403496077896, 2.5700336965468975 46.553810521289655, 2.6876307793879466 46.710648955152045, 3.0320630003558007 46.79490949557449, 3.231945097651623 46.69354545567241, 3.5152430245946737 46.68640083762805, 3.6294224993772 46.749456495790625))",auvergne-rhône-alpes,FR,2749,0.07403317892922547
2023-03-13,"POLYGON ((2.062908000370579 44.97650449577933, 2.20747299980565 44.615528994791795, 2.296069105554452 44.63208314543476, 2.493189854344851 44.668915086392204, 2.727512393547228 44.92174605360546, 2.8602967766445744 44.85416077842832, 2.981675499803052 44.644672994959905, 3.1063971422725163 44.862309322097516, 3.361347500556258 44.97140799554825, 3.4794911537283375 44.84316923688189, 3.734431010938656 44.82520903164484, 3.8625309997742563 44.74386599483094, 3.9981614995597394 44.4597984951725, 4.081408442608224 44.335086642187555, 4.197851895915516 44.285765495590304, 4.507224921645637 44.3288164110776, 4.649227500026662 44.27035999502072, 4.797846237857993 44.02122832486545, 4.7390594995120185 43.924061994463955, 4.6146638819326204 43.70103928514706, 4.49058138726978 43.68372037473179, 4.29025420724221 43.51168672089412, 4.230280500111713 43.46018349442957, 4.159883530737735 43.511686721047944, 4.101083500414399 43.5547054949306, 3.949861811173428 43.52969568744232, 3.9139081593767724 43.511686721084914, 3.7970365851540553 43.44171460504083, 3.644824655504601 43.38208100300666, 3.5492895425356865 43.31054116831195, 3.2405159995589026 43.21286749498675, 3.0668781064094777 42.99934360259423, 3.0434065003881714 42.83817249467843, 3.0405059963315813 42.80185715571437, 3.046237455386363 42.632376646504554, 3.047905079508568 42.58306462074105, 3.1748040001412754 42.43537499446791, 2.883519373597232 42.46066752116755, 2.7148350477026026 42.40026065907854, 2.55336323545087 42.34243664158031, 2.3472678204471706 42.40026065935667, 2.296069105039954 42.41462544044702, 2.2348204427060945 42.43180992655761, 2.1445283047045676 42.40026065947211, 2.0352173097541297 42.36206595241404, 1.985797006478793 42.40026065908977, 1.916394701968276 42.45389854470815, 1.7310109995909473 42.49240099429961, 1.7258009999709203 42.504401994405136, 1.7860984995612654 42.57365799423307, 1.564758156947677 42.63237664680309, 1.5272669904983314 42.64232255484892, 1.5054732283946493 42.63237664640435, 1.4425660003200365 42.60366799425847, 1.4105870348466507 42.63237664620769, 1.3226491049397138 42.711321647971516, 0.9064483643630591 42.81385808180867, 0.8582149998232076 42.82574099458955, 0.7145418253497953 42.85360193880299, 0.6700397413878699 42.80185715555838, 0.6601269999091283 42.69095249404959, 0.4777554997205034 42.70001999455564, 0.261888675055394 42.69995223624748, -0.0121595218638531 42.69986621630485, -0.3133419994165881 42.849364994284485, -0.2948551575923401 42.89773804663872, -0.2498347236175571 43.015539436549496, -0.0739976182555444 43.200866440420725, -0.1502418575293046 43.294926499592954, -0.0143189385388933 43.347685987253, -0.0719409713857506 43.511686720376126, -0.096787999746877 43.5824049949073, -0.2428329998523737 43.58497899491574, -0.1901385323870078 43.89789242847561, -0.0457101332877015 43.96334512107802, 0.0515327335683401 43.91819369257597, 0.0760435004362792 43.9831384952673, 0.2618886747330751 44.006042666588186, 0.7418849993797837 44.06519899514351, 0.892064827017203 44.167761223197154, 0.925270740649341 44.342939267129296, 1.0518504768096868 44.363870873201904, 1.0218597890459478 44.51099507993473, 1.0751419999137195 44.57732549542241, 1.4185865656712724 44.87278884861194, 1.4482600005307742 45.019313995325305, 1.6164555355177213 45.03025175400064, 1.784382077734378 44.93745780890529, 2.062908000370579 44.97650449577933))",occitanie,FR,3037,0.08178929225465906
2023-03-13,"POLYGON ((1.7043589995100141 49.23219699659632, 1.7884171109496172 49.17803840066744, 2.116372473226475 49.19877463450164, 2.2960691053556133 49.153630049074145, 2.5905284998548406 49.079653996848585, 3.0718800006743217 49.11755349672044, 3.4851834997349362 48.85191049635181, 3.4313400407210146 48.73927409372488, 3.555613999917639 48.62028549609553, 3.4277575391986774 48.497083564717535, 3.414789000145961 48.390268496606886, 3.0847173012148392 48.35136950706355, 2.9363159993588943 48.163391496381664, 2.6430112314134693 48.126226589001554, 2.5142437245938094 48.175071497586735, 2.4026629998538827 48.320717496695266, 2.296069104550553 48.31181230032354, 1.9940899997043076 48.28658399623726, 1.9221465002389104 48.45759949680581, 1.821994696135515 48.473684570763005, 1.6170297234898916 48.66760321488926, 1.5015264996070166 48.94105199691038, 1.4888223323991874 49.0399366195699, 1.608799000110855 49.07789399643608, 1.7043589995100141 49.23219699659632))",ile-de-france,FR,8621,0.23217171173112142
2023-03-13,"MULTIPOLYGON (((-2.093750417809153 48.59415469461476, -1.9408916265291296 48.676515992674496, -1.7811424721164764 48.61603397428741, -1.571100000080364 48.626500996542184, -1.4639484285410727 48.48540309036554, -1.3012124994901904 48.49941540106091, -1.1252899889227372 48.50632642106713, -1.0701645005666638 48.50849199656602, -1.0789040265343162 48.17507149769391, -1.030303246115041 48.0172517603806, -1.1252899883261303 47.92257814129674, -1.2382479998832234 47.80999249619821, -1.2458850003848738 47.77671749616508, -1.3892701721943552 47.82745018631154, -2.0937504176852704 47.63226624870143, -2.2031524746960653 47.512560818842786, -2.458476000331033 47.44800499648224, -2.514354557733651 47.51076589638288, -2.5843581025075926 47.50731440733253, -2.8049445739059293 47.49643850555324, -3.3834845621971406 47.68551966598341, -3.5224475204219834 47.80533118064556, -4.319492009701789 47.83377321477977, -4.547170257681516 48.02283777538401, -4.3338009530104795 48.13733451294835, -4.4697042894174235 48.23812127269992, -4.426566298410402 48.3193445607357, -4.700972336480679 48.36089484665751, -4.753139921423637 48.422986080275926, -4.677183731231607 48.55201915055849, -4.324042738291497 48.66068758025825, -4.040106510226749 48.70134095553298, -3.659154000214863 48.659423996821154, -3.5409552888945286 48.80770083719033, -3.165262923530584 48.861482730667014, -2.699439529087702 48.54834614629881, -2.5843581030581038 48.5852823977428, -2.514354558536087 48.607750562129, -2.3445817575892844 48.66224042251077, -2.093750417809153 48.59415469461476)), ((-3.2625927458650357 47.353055026241734, -3.252003105277063 47.388465452017286, -3.156936195463822 47.36390580616267, -3.113590825712074 47.29250364040477, -3.2193841902218376 47.2935697789558, -3.2625927458650357 47.353055026241734)))",bretagne,FR,4480,0.12065065172896693
2023-03-13,"MULTIPOLYGON (((-0.8919639997404308 46.975820496187126, -0.2500964541011469 47.10114461804403, -0.1021159998778575 47.06479999646848, 0.0538300005017115 47.16373349573563, 0.2618886749342817 47.05609203061054, 0.3645167203879421 46.94834965908566, 0.6645765338904164 46.96179367380586, 0.867468999524092 46.74821649581574, 0.9064483654751974 46.66047476039394, 0.9357459196162421 46.59452657884714, 1.1365088721394683 46.49316819827766, 1.1772789996490869 46.38394799560848, 1.415185500287355 46.34721499540413, 1.7735118810964021 46.43769114911509, 2.167784500270911 46.424068995541674, 2.2810434995523026 46.420403496077896, 2.565372500404393 46.14303599563455, 2.5949659581215965 45.98113362757142, 2.433643786177931 45.81579836934368, 2.492129500446932 45.73766999584007, 2.5081274641344784 45.4801666783631, 2.4781813722420414 45.39838529270419, 2.29606910538507 45.28911917403656, 2.2285543698529486 45.24861079299067, 2.062908000370579 44.97650449577933, 1.784382077734378 44.93745780890529, 1.6164555355177213 45.03025175400064, 1.4482600005307742 45.019313995325305, 1.4185865656712724 44.87278884861194, 1.0751419999137195 44.57732549542241, 1.0218597890459478 44.51099507993473, 1.0518504768096868 44.363870873201904, 0.925270740649341 44.342939267129296, 0.892064827017203 44.167761223197154, 0.7418849993797837 44.06519899514351, 0.2618886747330751 44.006042666588186, 0.0760435004362792 43.9831384952673, 0.0515327335683401 43.91819369257597, -0.0457101332877015 43.96334512107802, -0.1901385323870078 43.89789242847561, -0.2428329998523737 43.58497899491574, -0.096787999746877 43.5824049949073, -0.0719409713857506 43.511686720376126, -0.0143189385388933 43.347685987253, -0.1502418575293046 43.294926499592954, -0.0739976182555444 43.200866440420725, -0.2498347236175571 43.015539436549496, -0.2948551575923401 42.89773804663872, -0.3133419994165881 42.849364994284485, -0.5694230252455257 42.8166034047311, -0.6909254630878947 42.89773804646946, -0.7245009995754865 42.92015849486809, -1.1252899893557682 43.0274298914059, -1.310213201760656 43.076924693922905, -1.3892701725579928 43.03556785351921, -1.4397049868015157 43.04835925588672, -1.4690026893137127 43.08306961916678, -1.4189842375613007 43.12699502168552, -1.3892701715078086 43.186491066838805, -1.3892701719257652 43.25812038639417, -1.728903000452494 43.29608899468171, -1.7859780000665035 43.35047899432353, -1.5247575003247575 43.529594994781306, -1.3739251349827573 44.052322063920634, -1.2540860004451972 44.467638495303405, -1.2084318213658924 44.611935831069644, -1.1142612824970672 44.68332381891625, -1.231051884435267 44.79775800422251, -1.14174716742215 45.478454302086824, -1.0535196679675396 45.517842993682166, -0.779176218083904 45.29686147704246, -0.7148254996640939 45.32836999539344, -0.8369530385599034 45.48786624863664, -1.195803708506014 45.70051737264375, -1.3408675845745326 45.94393214471683, -1.3097763394096356 45.98731737096299, -1.190521296075669 45.86502624479281, -1.1404350209045502 45.88853937093931, -1.0966661263287798 46.04079364842125, -1.1855186479027626 46.18437764045798, -1.0752870005405553 46.31999349600401, -0.7504715002731221 46.30425449595075, -0.5638805175581049 46.386923311773565, -0.7286567583291375 46.818842740726936, -0.8919639997404308 46.975820496187126)), ((-1.462154404547888 46.21108903468663, -1.437347426535277 46.23758339244701, -1.4060833495467233 46.2364183284917, -1.4064051044977879 46.199496087106475, -1.433919594057283 46.183575839024485, -1.462154404547888 46.21108903468663)), ((-1.462154404547888 46.21108903468663, -1.4726676774240384 46.19536839588114, -1.5395654195540165 46.19761396366208, -1.573710557600528 46.248049893726, -1.5132177972863885 46.26463240177613, -1.457049166846906 46.22219079952215, -1.462154404547888 46.21108903468663)))",nouvelle-aquitaine,FR,2974,0.08009264246472046
2023-03-13,"POLYGON ((2.8632760003089457 50.70834349697329, 3.0187084996881683 50.77353299672745, 3.0984809998593925 50.77901899697927, 3.1769960005432334 50.756164497186354, 3.245293999911774 50.71300949711862, 3.3109926046810894 50.52240952389992, 3.549289543436542 50.496802946676596, 3.6150815003034023 50.49039899738649, 3.6555100003600556 50.46173549672815, 3.673268485523489 50.39707600942097, 3.717031221613031 50.32705652184179, 4.027774500134034 50.35833049719671, 4.053077335860425 50.338948007267135, 4.185827248287359 50.237258857793414, 4.206924001107739 50.079774443648, 4.140853000543934 49.9787599971209, 4.233133000149057 49.957828497247014, 4.2221970774665945 49.747312873118815, 4.049619168454217 49.61409995104681, 4.047974499696055 49.40564399655737, 3.695814337414279 49.3117854552551, 3.6491084044815016 49.01821584967315, 3.4851834997349362 48.85191049635181, 3.0718800006743217 49.11755349672044, 2.5905284998548406 49.079653996848585, 2.2960691053556133 49.153630049074145, 2.116372473226475 49.19877463450164, 1.7884171109496172 49.17803840066744, 1.7043589995100141 49.23219699659632, 1.7659021528768986 49.30726840526724, 1.7139304994184288 49.40922499630726, 1.7671710298238543 49.49422218290097, 1.7115223593481537 49.63112386047165, 1.7838339999399528 49.758309496721004, 1.6934871067371073 49.892446537701915, 1.379640000241587 50.06512049680427, 1.5984333804751805 50.21074436418676, 1.5540862874448043 50.32781996493872, 1.6447370000780996 50.350412996839985, 1.572682716394488 50.45467074587229, 1.6075833675246922 50.84077637835064, 2.0944479972282126 51.00051660885059, 2.2960691048488537 51.040194656172275, 2.546010999286971 51.0893819972857, 2.5776921166435267 51.00051660948573, 2.6070359996716097 50.912689497445385, 2.6479860391902825 50.825013468212596, 2.8632760003089457 50.70834349697329))",hauts-de-france,FR,7690,0.20709899816869548
2023-03-13,"POLYGON ((4.969431000343632 49.801825996879536, 5.153738500541567 49.71792599706065, 5.393511000302065 49.61711099716204, 5.4708830006109395 49.49723799658363, 5.734555999587654 49.54569049635584, 5.818117000648816 49.54631049701187, 5.893386000650713 49.49694449723473, 6.365096101057494 49.45957465711997, 6.556985999593649 49.41920849669859, 6.723465500659737 49.21882899642556, 6.784493917794203 49.16083663195359, 6.925465319340029 49.2138101046475, 7.1010690005900745 49.15599799657778, 7.246490808638399 49.117857624343436, 7.368755500413975 49.16145799643074, 7.481843186706198 49.156298598951544, 7.635650999987216 49.053950496708765, 7.910654499368299 49.04516349663641, 8.068407499711531 48.99931649676465, 8.232633000467123 48.9665714966733, 7.959630500158948 48.71858099632725, 7.822504210161962 48.6083736916629, 7.680712999933494 48.25726699677963, 7.5779195003253434 48.12139199671378, 7.577290999350919 48.11565499644617, 7.602526790253855 47.967686078723744, 7.5459905000267655 47.743573996104466, 7.519846496961006 47.6673123995986, 7.589038999372886 47.58987799601327, 7.555159500507895 47.56456399658146, 7.510905499361894 47.50258249620394, 7.380894000262369 47.431892495792354, 7.223177833481569 47.43030904036122, 7.130353000440072 47.50304049595559, 7.0416321616489626 47.66731239939396, 6.846175500135773 47.82294249584426, 6.823533499855515 47.81305099665358, 6.609361993298153 47.92668852008672, 6.485616026084468 47.90192249440781, 6.365096101000733 47.962542281425954, 6.225788423486084 47.94127368571188, 6.091189606100921 48.01216548919022, 5.8847234995829645 47.926046496287285, 5.713307361638287 47.81804801459835, 5.671031808643985 47.693572998586696, 5.405008667431026 47.66731239903747, 5.374080000601314 47.60453799667988, 5.004026063491624 47.70744555930567, 4.909083144964985 47.89208522989056, 4.704233000512169 48.02023499614171, 4.293421500479365 47.92567349664684, 3.9003244454360604 47.944188067188826, 3.54928954247384 48.320133141137404, 3.414789000145961 48.390268496606886, 3.4277575391986774 48.497083564717535, 3.555613999917639 48.62028549609553, 3.4313400407210146 48.73927409372488, 3.4851834997349362 48.85191049635181, 3.6491084044815016 49.01821584967315, 3.695814337414279 49.3117854552551, 4.047974499696055 49.40564399655737, 4.049619168454217 49.61409995104681, 4.2221970774665945 49.747312873118815, 4.233133000149057 49.957828497247014, 4.432494000508112 49.94161599661626, 4.6628970030344 49.994269381690366, 4.796696999575008 50.14867799690347, 4.852444563024025 50.127005937804455, 4.809812262707671 49.97181672250287, 4.870468251418868 49.80953554722527, 4.969431000343632 49.801825996879536))",grand est,FR,4290,0.1155337714101045
